,song_id,watson_response
547,1219,"{'usage': {'text_units': 1, 'text_characters': 2741, 'features': 3}, 'sentiment': {'document': {'score': -0.399308, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.320382, 'joy': 0.266426, 'fear': 0.159069, 'disgust': 0.049483, 'anger': 0.118564}}}, 'categories': [{'score': 0.86106, 'label': '/music and audio/hip hop music'}, {'score': 0.645227, 'label': '/music and audio/r&b|soul|funk'}]}"
548,1349,"{'usage': {'text_units': 1, 'text_characters': 2516, 'features': 3}, 'sentiment': {'document': {'score': -0.923501, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.240294, 'joy': 0.359262, 'fear': 0.1487, 'disgust': 0.054763, 'anger': 0.106308}}}, 'categories': [{'score': 0.917653, 'label': '/music and audio/hip hop music'}]}"
549,1561,"{'usage': {'text_units': 1, 'text_characters': 2709, 'features': 3}, 'sentiment': {'document': {'score': 0.44942, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.291932, 'joy': 0.351459, 'fear': 0.176054, 'disgust': 0.054775, 'anger': 0.086371}}}, 'categories': [{'score': 0.947228, 'label': '/music and audio/hip hop music'}]}"
550,1571,"{'usage': {'text_units': 1, 'text_characters': 1222, 'features': 3}, 'sentiment': {'document': {'score': 0.734515, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.245293, 'joy': 0.392947, 'fear': 0.154703, 'disgust': 0.044155, 'anger': 0.102452}}}, 'categories': [{'score': 0.768612, 'label': '/family and relationships/dating'}, {'score': 0.594174, 'label': '/family and relationships/bereavement'}, {'score': 0.593895, 'label': '/family and relationships/divorce'}]}"
551,50,"{'usage': {'text_units': 1, 'text_characters': 2609, 'features': 3}, 'sentiment': {'document': {'score': -0.467895, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.252524, 'joy': 0.374895, 'fear': 0.123066, 'disgust': 0.05151, 'anger': 0.104277}}}, 'categories': [{'score': 0.590393, 'label': '/family and relationships/dating'}, {'score': 0.563215, 'label': ""/music and audio/children's music""}, {'score': 0.553091, 'label': '/music and audio/hip hop music'}]}"
552,65,"{'usage': {'text_units': 1, 'text_characters': 3169, 'features': 3}, 'sentiment': {'document': {'score': 0.436016, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.237245, 'joy': 0.457645, 'fear': 0.127396, 'disgust': 0.036737, 'anger': 0.077654}}}, 'categories': [{'score': 0.702679, 'label': '/family and relationships/dating'}, {'score': 0.614229, 'label': '/video gaming/video game genres'}, {'score': 0.597333, 'label': '/movies/family and children movies'}]}"
553,371,"{'usage': {'text_units': 1, 'text_characters': 1699, 'features': 3}, 'sentiment': {'document': {'score': -0.482574, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.208717, 'joy': 0.479488, 'fear': 0.118782, 'disgust': 0.028015, 'anger': 0.065289}}}, 'categories': [{'score': 0.967927, 'label': '/events and attractions/personal celebrations & life events/prom'}, {'score': 0.965449, 'label': '/music and audio/dance and electronic music'}, {'score': 0.945644, 'label': '/events and attractions/nightclubs'}]}"
554,574,"{'usage': {'text_units': 1, 'text_characters': 2014, 'features': 3}, 'sentiment': {'document': {'score': -0.445208, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.250769, 'joy': 0.36771, 'fear': 0.154364, 'disgust': 0.037665, 'anger': 0.052285}}}, 'categories': [{'score': 0.648807, 'label': '/music and audio/hip hop music'}, {'score': 0.606284, 'label': '/family and relationships'}, {'score': 0.600754, 'label': '/music and audio/r&b|soul|funk'}]}"
555,800,"{'usage': {'text_units': 1, 'text_characters': 3126, 'features': 3}, 'sentiment': {'document': {'score': -0.384804, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.343867, 'joy': 0.326404, 'fear': 0.114132, 'disgust': 0.035423, 'anger': 0.100001}}}, 'categories': [{'score': 0.779203, 'label': '/music and audio/hip hop music'}, {'score': 0.736255, 'label': '/family and relationships/dating'}, {'score': 0.631384, 'label': '/events and attractions/personal celebrations & life events/baby shower'}]}"
556,808,"{'usage': {'text_units': 1, 'text_characters': 2233, 'features': 3}, 'sentiment': {'document': {'score': -0.373223, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253989, 'joy': 0.421757, 'fear': 0.09212, 'disgust': 0.047087, 'anger': 0.099875}}}, 'categories': [{'score': 0.93002, 'label': '/music and audio/hip hop music'}, {'score': 0.729774, 'label': '/music and audio/r&b|soul|funk'}]}"
557,884,"{'usage': {'text_units': 1, 'text_characters': 2910, 'features': 3}, 'sentiment': {'document': {'score': -0.661072, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.244906, 'joy': 0.393864, 'fear': 0.138378, 'disgust': 0.045193, 'anger': 0.08684}}}, 'categories': [{'score': 0.647288, 'label': '/family and relationships/dating'}, {'score': 0.63506, 'label': '/science/geology'}, {'score': 0.604472, 'label': '/movies/family and children movies'}]}"
558,1016,"{'usage': {'text_units': 1, 'text_characters': 1012, 'features': 3}, 'sentiment': {'document': {'score': 0.628344, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.223614, 'joy': 0.418205, 'fear': 0.161631, 'disgust': 0.029643, 'anger': 0.051245}}}, 'categories': [{'score': 0.999599, 'label': '/education/special education'}]}"
559,1307,"{'usage': {'text_units': 1, 'text_characters': 1455, 'features': 3}, 'sentiment': {'document': {'score': 0.604184, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.156446, 'joy': 0.523881, 'fear': 0.12302, 'disgust': 0.030315, 'anger': 0.075667}}}, 'categories': [{'score': 0.984923, 'label': ""/music and audio/children's music""}, {'score': 0.923345, 'label': '/music and audio/rock music/soft rock'}]}"
560,859,"{'usage': {'text_units': 1, 'text_characters': 1659, 'features': 3}, 'sentiment': {'document': {'score': 0.317062, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.280173, 'joy': 0.409107, 'fear': 0.118357, 'disgust': 0.027723, 'anger': 0.064071}}}, 'categories': [{'score': 0.947925, 'label': '/religion & spirituality/spirituality'}]}"
561,294,"{'usage': {'text_units': 1, 'text_characters': 3309, 'features': 3}, 'sentiment': {'document': {'score': -0.828456, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.26981, 'joy': 0.335991, 'fear': 0.124703, 'disgust': 0.03966, 'anger': 0.112271}}}, 'categories': [{'score': 0.770252, 'label': '/sports/boxing'}, {'score': 0.697838, 'label': '/music and audio/hip hop music'}]}"
562,1864,"{'usage': {'text_units': 1, 'text_characters': 2863, 'features': 3}, 'sentiment': {'document': {'score': -0.5393, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.167754, 'joy': 0.359569, 'fear': 0.175396, 'disgust': 0.064884, 'anger': 0.110923}}}, 'categories': [{'score': 0.839067, 'label': '/music and audio/hip hop music'}]}"
563,1715,"{'usage': {'text_units': 1, 'text_characters': 1367, 'features': 3}, 'sentiment': {'document': {'score': 0.354693, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253122, 'joy': 0.409907, 'fear': 0.106644, 'disgust': 0.033819, 'anger': 0.073917}}}, 'categories': [{'score': 0.752786, 'label': '/events and attractions'}, {'score': 0.685313, 'label': '/events and attractions/amusement and theme parks'}, {'score': 0.651178, 'label': '/family and relationships/dating'}]}"
564,148,"{'usage': {'text_units': 1, 'text_characters': 1872, 'features': 3}, 'sentiment': {'document': {'score': -0.971044, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.365959, 'joy': 0.261027, 'fear': 0.139789, 'disgust': 0.037369, 'anger': 0.109584}}}, 'categories': [{'score': 0.688541, 'label': '/family and relationships/dating'}, {'score': 0.641947, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.616088, 'label': '/family and relationships/bereavement'}]}"
565,789,"{'usage': {'text_units': 1, 'text_characters': 1090, 'features': 3}, 'sentiment': {'document': {'score': -0.579231, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.259381, 'joy': 0.489957, 'fear': 0.115983, 'disgust': 0.03173, 'anger': 0.049022}}}, 'categories': [{'score': 0.636838, 'label': '/family and relationships/dating'}, {'score': 0.602142, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.59542, 'label': '/music and audio/r&b|soul|funk'}]}"
566,1610,"{'usage': {'text_units': 1, 'text_characters': 2531, 'features': 3}, 'sentiment': {'document': {'score': -0.98394, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.221594, 'joy': 0.194614, 'fear': 0.160798, 'disgust': 0.100869, 'anger': 0.197758}}}, 'categories': [{'score': 0.641505, 'label': '/family and relationships'}, {'score': 0.631795, 'label': '/family and relationships/dating'}, {'score': 0.583843, 'label': '/movies/family and children movies'}]}"
567,1310,"{'usage': {'text_units': 1, 'text_characters': 1938, 'features': 3}, 'sentiment': {'document': {'score': -0.794295, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.294316, 'joy': 0.366916, 'fear': 0.101144, 'disgust': 0.032491, 'anger': 0.095318}}}, 'categories': [{'score': 0.609113, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.574338, 'label': '/movies/family and children movies'}, {'score': 0.568597, 'label': ""/music and audio/children's music""}]}"
568,629,"{'usage': {'text_units': 1, 'text_characters': 1341, 'features': 3}, 'sentiment': {'document': {'score': -0.902518, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.321758, 'joy': 0.332413, 'fear': 0.097671, 'disgust': 0.026601, 'anger': 0.190011}}}, 'categories': [{'score': 0.611467, 'label': '/music and audio/hip hop music'}, {'score': 0.56349, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.553262, 'label': '/family and relationships'}]}"
569,1025,"{'usage': {'text_units': 1, 'text_characters': 997, 'features': 3}, 'sentiment': {'document': {'score': 0.814588, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.178555, 'joy': 0.470342, 'fear': 0.158418, 'disgust': 0.026976, 'anger': 0.078182}}}, 'categories': [{'score': 0.797104, 'label': '/hobbies & interests/magic and illusion'}, {'score': 0.661984, 'label': ""/music and audio/children's music""}, {'score': 0.650568, 'label': '/family and relationships/dating'}]}"
570,936,"{'usage': {'text_units': 1, 'text_characters': 2262, 'features': 3}, 'sentiment': {'document': {'score': -0.895573, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.311177, 'joy': 0.236471, 'fear': 0.122418, 'disgust': 0.056067, 'anger': 0.134226}}}, 'categories': [{'score': 0.737928, 'label': '/family and relationships/dating'}, {'score': 0.666981, 'label': '/family and relationships/divorce'}, {'score': 0.657649, 'label': '/family and relationships/bereavement'}]}"
571,1780,"{'usage': {'text_units': 1, 'text_characters': 2242, 'features': 3}, 'sentiment': {'document': {'score': -0.655758, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.287108, 'joy': 0.291873, 'fear': 0.143972, 'disgust': 0.036828, 'anger': 0.088411}}}, 'categories': [{'score': 0.753303, 'label': '/family and relationships'}, {'score': 0.751158, 'label': '/family and relationships/dating'}, {'score': 0.652581, 'label': '/family and relationships/divorce'}]}"
572,76,"{'usage': {'text_units': 1, 'text_characters': 5224, 'features': 3}, 'sentiment': {'document': {'score': -0.951489, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216626, 'joy': 0.238638, 'fear': 0.122989, 'disgust': 0.099006, 'anger': 0.211307}}}, 'categories': [{'score': 0.815684, 'label': '/music and audio/hip hop music'}]}"
573,516,"{'usage': {'text_units': 1, 'text_characters': 1036, 'features': 3}, 'sentiment': {'document': {'score': 0.283555, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.206933, 'joy': 0.469117, 'fear': 0.08215, 'disgust': 0.05464, 'anger': 0.071809}}}, 'categories': [{'score': 0.969216, 'label': '/hobbies & interests/beekeeping'}, {'score': 0.846819, 'label': '/automotive'}, {'score': 0.812013, 'label': '/automotive/auto body styles/station wagon'}]}"
574,517,"{'usage': {'text_units': 1, 'text_characters': 1036, 'features': 3}, 'sentiment': {'document': {'score': 0.283555, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.206933, 'joy': 0.469117, 'fear': 0.08215, 'disgust': 0.05464, 'anger': 0.071809}}}, 'categories': [{'score': 0.969216, 'label': '/hobbies & interests/beekeeping'}, {'score': 0.846819, 'label': '/automotive'}, {'score': 0.812013, 'label': '/automotive/auto body styles/station wagon'}]}"
575,1298,"{'usage': {'text_units': 1, 'text_characters': 1345, 'features': 3}, 'sentiment': {'document': {'score': 0.707407, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.214365, 'joy': 0.490296, 'fear': 0.172391, 'disgust': 0.018383, 'anger': 0.051827}}}, 'categories': [{'score': 0.850263, 'label': '/events and attractions/personal celebrations & life events/wedding'}, {'score': 0.707456, 'label': '/sports/sailing'}, {'score': 0.652266, 'label': '/events and attractions/personal celebrations & life events/bachelorette party'}]}"
576,1395,"{'usage': {'text_units': 1, 'text_characters': 1984, 'features': 3}, 'sentiment': {'document': {'score': -0.86997, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.283815, 'joy': 0.235866, 'fear': 0.142377, 'disgust': 0.060076, 'anger': 0.117007}}}, 'categories': [{'score': 0.864149, 'label': '/news and politics/law'}, {'score': 0.747146, 'label': '/news and politics/crime'}, {'score': 0.743124, 'label': '/family and relationships'}]}"
577,252,"{'usage': {'text_units': 1, 'text_characters': 1550, 'features': 3}, 'sentiment': {'document': {'score': -0.530892, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.184999, 'joy': 0.411013, 'fear': 0.197024, 'disgust': 0.045715, 'anger': 0.092106}}}, 'categories': [{'score': 0.719222, 'label': '/news and politics/weather'}, {'score': 0.613631, 'label': ""/music and audio/children's music""}, {'score': 0.61068, 'label': '/music and audio/r&b|soul|funk'}]}"
578,1253,"{'usage': {'text_units': 1, 'text_characters': 515, 'features': 3}, 'sentiment': {'document': {'score': -0.790165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.302503, 'joy': 0.294022, 'fear': 0.136939, 'disgust': 0.033427, 'anger': 0.066715}}}, 'categories': [{'score': 0.64619, 'label': '/news and politics/weather'}, {'score': 0.595588, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.574027, 'label': '/events and attractions/personal celebrations & life events'}]}"
579,143,"{'usage': {'text_units': 1, 'text_characters': 2389, 'features': 3}, 'sentiment': {'document': {'score': -0.823059, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.311419, 'joy': 0.395795, 'fear': 0.144379, 'disgust': 0.097674, 'anger': 0.104155}}}, 'categories': [{'score': 0.722529, 'label': '/family and relationships/dating'}, {'score': 0.636085, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.628316, 'label': '/hobbies & interests/magic and illusion'}]}"
580,1247,"{'usage': {'text_units': 1, 'text_characters': 1896, 'features': 3}, 'sentiment': {'document': {'score': -0.596939, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.247106, 'joy': 0.319299, 'fear': 0.176698, 'disgust': 0.036669, 'anger': 0.10855}}}, 'categories': [{'score': 0.531241, 'label': '/family and relationships/dating'}, {'score': 0.527566, 'label': '/hobbies & interests/paranormal phenomena'}, {'score': 0.525146, 'label': '/family and relationships/divorce'}]}"
